k,timestamp,load_p_kw,poa_irradiance_w_m2,temp_air_c,quality,bess_1.available,dg_1.available,grid_1.available,pv_1.available
315,2026-03-04T06:45:00+05:30,729.342,18.919,25.166,synthetic,True,True,True,True
316,2026-03-04T07:00:00+05:30,709.104,63.915,24.856,synthetic,True,True,True,True
317,2026-03-04T07:15:00+05:30,704.647,118.566,24.87,synthetic,True,True,True,True
318,2026-03-04T07:30:00+05:30,670.943,180.007,24.813,synthetic,True,True,True,True
319,2026-03-04T07:45:00+05:30,673.9,243.941,26.036,synthetic,True,True,True,True
320,2026-03-04T08:00:00+05:30,645.31,307.262,26.949,synthetic,True,True,True,True
321,2026-03-04T08:15:00+05:30,623.921,361.072,27.402,synthetic,True,True,True,True
322,2026-03-04T08:30:00+05:30,648.952,414.549,28.035,synthetic,True,True,True,True
323,2026-03-04T08:45:00+05:30,637.435,477.476,28.509,synthetic,True,True,True,True
324,2026-03-04T09:00:00+05:30,617.663,526.187,28.717,synthetic,True,True,True,True
325,2026-03-04T09:15:00+05:30,639.258,586.72,29.731,synthetic,True,True,True,True
326,2026-03-04T09:30:00+05:30,632.191,580.822,29.984,synthetic,True,True,True,True
327,2026-03-04T09:45:00+05:30,614.2,617.995,30.811,synthetic,True,True,True,True
328,2026-03-04T10:00:00+05:30,354.908,679.214,30.975,synthetic,True,True,True,True
329,2026-03-04T10:15:00+05:30,346.432,703.423,31.375,synthetic,True,True,True,True
330,2026-03-04T10:30:00+05:30,378.302,723.797,30.578,synthetic,True,True,True,True
331,2026-03-04T10:45:00+05:30,407.199,770.04,30.897,synthetic,True,True,True,True
332,2026-03-04T11:00:00+05:30,393.829,803.156,31.468,synthetic,True,True,True,True
333,2026-03-04T11:15:00+05:30,390.649,849.05,31.382,synthetic,True,True,True,True
334,2026-03-04T11:30:00+05:30,387.437,870.727,31.567,synthetic,True,True,True,True
335,2026-03-04T11:45:00+05:30,391.584,875.562,31.615,synthetic,True,True,True,True
336,2026-03-04T12:00:00+05:30,404.919,855.451,32.439,synthetic,True,True,True,True
337,2026-03-04T12:15:00+05:30,392.999,903.392,32.993,synthetic,True,True,True,True
338,2026-03-04T12:30:00+05:30,402.422,911.934,32.986,synthetic,True,True,True,True
339,2026-03-04T12:45:00+05:30,386.954,882.04,32.969,synthetic,True,True,True,True
340,2026-03-04T13:00:00+05:30,385.713,835.288,33.653,synthetic,True,True,True,True
341,2026-03-04T13:15:00+05:30,403.859,842.575,33.818,synthetic,True,True,True,True
342,2026-03-04T13:30:00+05:30,377.983,854.365,33.813,synthetic,True,True,True,True
343,2026-03-04T13:45:00+05:30,389.472,845.429,34.687,synthetic,True,True,True,True
344,2026-03-04T14:00:00+05:30,388.797,841.15,34.495,synthetic,True,True,True,True
345,2026-03-04T14:15:00+05:30,382.561,782.204,34.225,synthetic,True,True,True,True
346,2026-03-04T14:30:00+05:30,398.429,737.377,33.036,synthetic,True,True,True,True
347,2026-03-04T14:45:00+05:30,394.082,693.584,33.263,synthetic,True,True,True,True
348,2026-03-04T15:00:00+05:30,384.648,632.775,33.481,synthetic,True,True,True,True
349,2026-03-04T15:15:00+05:30,380.98,549.053,33.545,synthetic,True,True,True,True
350,2026-03-04T15:30:00+05:30,378.926,511.444,33.878,synthetic,True,True,True,True
351,2026-03-04T15:45:00+05:30,395.111,466.053,34.013,synthetic,True,True,True,True
352,2026-03-04T16:00:00+05:30,404.651,382.497,33.346,synthetic,True,True,True,True
353,2026-03-04T16:15:00+05:30,405.501,341.352,33.757,synthetic,True,True,True,True
354,2026-03-04T16:30:00+05:30,412.033,311.298,33.366,synthetic,True,True,True,True
355,2026-03-04T16:45:00+05:30,416.498,262.265,33.263,synthetic,True,True,True,True
356,2026-03-04T17:00:00+05:30,415.239,192.33,33.113,synthetic,True,True,True,True
357,2026-03-04T17:15:00+05:30,401.961,145.274,33.117,synthetic,True,True,True,True
358,2026-03-04T17:30:00+05:30,415.044,97.692,32.557,synthetic,True,True,True,True
359,2026-03-04T17:45:00+05:30,411.954,42.835,32.587,synthetic,True,True,True,True
360,2026-03-04T18:00:00+05:30,711.97,11.715,32.599,synthetic,True,True,True,True
361,2026-03-04T18:15:00+05:30,685.7,0.085,31.733,synthetic,True,True,True,True
362,2026-03-04T18:30:00+05:30,714.883,0.0,32.391,synthetic,True,True,True,True
363,2026-03-04T18:45:00+05:30,696.453,0.0,31.961,synthetic,True,True,True,True
364,2026-03-04T19:00:00+05:30,724.422,0.0,32.348,synthetic,True,True,True,True
365,2026-03-04T19:15:00+05:30,687.423,0.0,31.529,synthetic,True,True,True,True
366,2026-03-04T19:30:00+05:30,678.05,0.0,30.903,synthetic,True,True,True,True
367,2026-03-04T19:45:00+05:30,691.587,0.0,30.588,synthetic,True,True,True,True
368,2026-03-04T20:00:00+05:30,699.704,0.0,30.446,synthetic,True,True,True,True
369,2026-03-04T20:15:00+05:30,684.007,0.0,30.096,synthetic,True,True,True,True
370,2026-03-04T20:30:00+05:30,723.213,0.0,29.653,synthetic,True,True,True,True
371,2026-03-04T20:45:00+05:30,702.061,0.0,28.64,synthetic,True,True,True,True
372,2026-03-04T21:00:00+05:30,708.061,0.0,27.792,synthetic,True,True,True,True
373,2026-03-04T21:15:00+05:30,713.266,0.0,27.294,synthetic,True,True,True,True
374,2026-03-04T21:30:00+05:30,717.312,0.0,26.932,synthetic,True,True,True,True
375,2026-03-04T21:45:00+05:30,700.99,0.0,27.028,synthetic,True,True,True,True
376,2026-03-04T22:00:00+05:30,380.339,0.0,26.384,synthetic,True,True,True,True
377,2026-03-04T22:15:00+05:30,374.07,0.0,25.859,synthetic,True,True,True,True
378,2026-03-04T22:30:00+05:30,387.871,0.0,25.814,synthetic,True,True,True,True
379,2026-03-04T22:45:00+05:30,407.67,0.0,25.374,synthetic,True,True,True,True
380,2026-03-04T23:00:00+05:30,431.239,0.0,24.699,synthetic,True,True,True,True
381,2026-03-04T23:15:00+05:30,416.989,0.0,25.834,synthetic,True,True,True,True
382,2026-03-04T23:30:00+05:30,402.286,0.0,25.122,synthetic,True,True,True,True
383,2026-03-04T23:45:00+05:30,400.596,0.0,23.955,synthetic,True,True,True,True
384,2026-03-05T00:00:00+05:30,389.522,0.0,23.68,synthetic,True,True,True,True
385,2026-03-05T00:15:00+05:30,398.037,0.0,23.197,synthetic,True,True,True,True
386,2026-03-05T00:30:00+05:30,402.049,0.0,23.648,synthetic,True,True,True,True
387,2026-03-05T00:45:00+05:30,387.447,0.0,23.066,synthetic,True,True,True,True
388,2026-03-05T01:00:00+05:30,383.959,0.0,22.778,synthetic,True,True,True,True
389,2026-03-05T01:15:00+05:30,376.944,0.0,22.335,synthetic,True,True,True,True
390,2026-03-05T01:30:00+05:30,361.874,0.0,23.22,synthetic,True,True,True,True
391,2026-03-05T01:45:00+05:30,368.304,0.0,23.126,synthetic,True,True,True,True
392,2026-03-05T02:00:00+05:30,385.127,0.0,22.715,synthetic,True,True,True,True
393,2026-03-05T02:15:00+05:30,372.63,0.0,22.437,synthetic,True,True,True,True
394,2026-03-05T02:30:00+05:30,378.66,0.0,22.37,synthetic,True,True,True,True
395,2026-03-05T02:45:00+05:30,387.727,0.0,23.111,synthetic,True,True,True,True
396,2026-03-05T03:00:00+05:30,393.968,0.0,23.121,synthetic,True,True,True,True
397,2026-03-05T03:15:00+05:30,385.965,0.0,22.96,synthetic,True,True,True,True
398,2026-03-05T03:30:00+05:30,355.738,0.0,22.71,synthetic,True,True,True,True
399,2026-03-05T03:45:00+05:30,370.652,0.0,22.669,synthetic,True,True,True,True
400,2026-03-05T04:00:00+05:30,375.386,0.0,23.051,synthetic,True,True,True,True
401,2026-03-05T04:15:00+05:30,366.527,0.0,22.084,synthetic,True,True,True,True
402,2026-03-05T04:30:00+05:30,375.826,0.0,22.572,synthetic,True,True,True,True
403,2026-03-05T04:45:00+05:30,371.618,0.0,23.48,synthetic,True,True,True,True
404,2026-03-05T05:00:00+05:30,374.508,0.0,23.672,synthetic,True,True,True,True
405,2026-03-05T05:15:00+05:30,378.145,0.0,24.066,synthetic,True,True,True,True
406,2026-03-05T05:30:00+05:30,361.169,0.0,24.123,synthetic,True,True,True,True
407,2026-03-05T05:45:00+05:30,373.498,0.0,24.627,synthetic,True,True,True,True
408,2026-03-05T06:00:00+05:30,655.505,0.0,25.089,synthetic,True,True,True,True
409,2026-03-05T06:15:00+05:30,663.458,0.0,25.662,synthetic,True,True,True,True
410,2026-03-05T06:30:00+05:30,637.386,0.834,26.24,synthetic,True,True,True,True
411,2026-03-05T06:45:00+05:30,677.941,20.061,26.363,synthetic,True,True,True,True
412,2026-03-05T07:00:00+05:30,643.093,64.908,26.293,synthetic,True,True,True,True
413,2026-03-05T07:15:00+05:30,630.537,118.689,27.142,synthetic,True,True,True,True
414,2026-03-05T07:30:00+05:30,615.324,172.659,27.904,synthetic,True,True,True,True
415,2026-03-05T07:45:00+05:30,637.875,236.305,28.152,synthetic,True,True,True,True
416,2026-03-05T08:00:00+05:30,633.88,257.334,28.622,synthetic,True,True,True,True
417,2026-03-05T08:15:00+05:30,654.578,349.899,28.665,synthetic,True,True,True,True
418,2026-03-05T08:30:00+05:30,656.04,417.644,29.545,synthetic,True,True,True,True
419,2026-03-05T08:45:00+05:30,681.417,483.89,29.572,synthetic,True,True,True,True
420,2026-03-05T09:00:00+05:30,707.015,526.864,30.075,synthetic,True,True,True,True
421,2026-03-05T09:15:00+05:30,713.795,583.163,30.276,synthetic,True,True,True,True
422,2026-03-05T09:30:00+05:30,738.366,625.764,30.342,synthetic,True,True,True,True
423,2026-03-05T09:45:00+05:30,730.171,665.868,30.85,synthetic,True,True,True,True
424,2026-03-05T10:00:00+05:30,414.082,727.195,30.969,synthetic,True,True,True,True
425,2026-03-05T10:15:00+05:30,395.657,758.796,32.478,synthetic,True,True,True,True
426,2026-03-05T10:30:00+05:30,392.953,780.9,32.222,synthetic,True,True,True,True
427,2026-03-05T10:45:00+05:30,396.992,831.201,32.09,synthetic,True,True,True,True
428,2026-03-05T11:00:00+05:30,406.844,828.471,32.105,synthetic,True,True,True,True
429,2026-03-05T11:15:00+05:30,389.518,862.145,32.393,synthetic,True,True,True,True
430,2026-03-05T11:30:00+05:30,398.91,879.287,32.361,synthetic,True,True,True,True
431,2026-03-05T11:45:00+05:30,406.156,900.657,32.668,synthetic,True,True,True,True
432,2026-03-05T12:00:00+05:30,389.767,880.825,33.012,synthetic,True,True,True,True
433,2026-03-05T12:15:00+05:30,383.322,863.294,33.38,synthetic,True,True,True,True
434,2026-03-05T12:30:00+05:30,381.014,885.878,33.333,synthetic,True,True,True,True
435,2026-03-05T12:45:00+05:30,374.979,882.195,33.546,synthetic,True,True,True,True
436,2026-03-05T13:00:00+05:30,391.53,871.743,34.051,synthetic,True,True,True,True
437,2026-03-05T13:15:00+05:30,386.578,866.155,34.855,synthetic,True,True,True,True
438,2026-03-05T13:30:00+05:30,402.84,854.533,34.671,synthetic,True,True,True,True
439,2026-03-05T13:45:00+05:30,405.936,793.384,35.595,synthetic,True,True,True,True
440,2026-03-05T14:00:00+05:30,416.81,734.533,35.393,synthetic,True,True,True,True
441,2026-03-05T14:15:00+05:30,408.251,674.905,34.887,synthetic,True,True,True,True
442,2026-03-05T14:30:00+05:30,388.659,645.645,34.289,synthetic,True,True,True,True
443,2026-03-05T14:45:00+05:30,365.541,670.396,34.491,synthetic,True,True,True,True
444,2026-03-05T15:00:00+05:30,367.006,658.442,35.008,synthetic,True,True,True,True
445,2026-03-05T15:15:00+05:30,380.095,586.689,35.201,synthetic,True,True,True,True
446,2026-03-05T15:30:00+05:30,375.518,524.19,34.901,synthetic,True,True,True,True
447,2026-03-05T15:45:00+05:30,377.627,474.083,34.678,synthetic,True,True,True,True
448,2026-03-05T16:00:00+05:30,357.986,398.667,34.368,synthetic,True,True,True,True
449,2026-03-05T16:15:00+05:30,371.771,370.256,34.618,synthetic,True,True,True,True
450,2026-03-05T16:30:00+05:30,359.065,335.491,34.72,synthetic,True,True,True,True
451,2026-03-05T16:45:00+05:30,356.031,278.959,34.309,synthetic,True,True,True,True
452,2026-03-05T17:00:00+05:30,368.288,215.678,34.763,synthetic,True,True,True,True
453,2026-03-05T17:15:00+05:30,365.013,149.907,34.227,synthetic,True,True,True,True
454,2026-03-05T17:30:00+05:30,370.947,101.375,34.24,synthetic,True,True,True,True
455,2026-03-05T17:45:00+05:30,365.732,52.518,33.089,synthetic,True,True,True,True
456,2026-03-05T18:00:00+05:30,660.331,12.998,32.493,synthetic,True,True,True,True
457,2026-03-05T18:15:00+05:30,651.985,0.105,32.434,synthetic,True,True,True,True
458,2026-03-05T18:30:00+05:30,647.191,0.0,32.071,synthetic,True,True,True,True
459,2026-03-05T18:45:00+05:30,638.173,0.0,32.581,synthetic,True,True,True,True
460,2026-03-05T19:00:00+05:30,695.556,0.0,32.203,synthetic,True,True,True,True
461,2026-03-05T19:15:00+05:30,685.554,0.0,32.052,synthetic,True,True,True,True
462,2026-03-05T19:30:00+05:30,688.952,0.0,31.356,synthetic,True,True,True,True
463,2026-03-05T19:45:00+05:30,687.089,0.0,31.253,synthetic,True,True,True,True
464,2026-03-05T20:00:00+05:30,709.152,0.0,30.737,synthetic,True,True,True,True
465,2026-03-05T20:15:00+05:30,714.847,0.0,30.709,synthetic,True,True,True,True
466,2026-03-05T20:30:00+05:30,685.714,0.0,30.266,synthetic,True,True,True,True
467,2026-03-05T20:45:00+05:30,676.908,0.0,29.48,synthetic,True,True,True,True
468,2026-03-05T21:00:00+05:30,672.413,0.0,29.085,synthetic,True,True,True,True
469,2026-03-05T21:15:00+05:30,659.459,0.0,28.32,synthetic,True,True,True,True
470,2026-03-05T21:30:00+05:30,710.111,0.0,27.766,synthetic,True,True,True,True
471,2026-03-05T21:45:00+05:30,704.453,0.0,27.461,synthetic,True,True,True,True
472,2026-03-05T22:00:00+05:30,412.689,0.0,27.118,synthetic,True,True,True,True
473,2026-03-05T22:15:00+05:30,399.683,0.0,26.437,synthetic,True,True,True,True
474,2026-03-05T22:30:00+05:30,402.724,0.0,26.354,synthetic,True,True,True,True
475,2026-03-05T22:45:00+05:30,402.946,0.0,26.393,synthetic,True,True,True,True
476,2026-03-05T23:00:00+05:30,387.835,0.0,26.602,synthetic,True,True,True,True
477,2026-03-05T23:15:00+05:30,372.171,0.0,26.104,synthetic,True,True,True,True
478,2026-03-05T23:30:00+05:30,371.338,0.0,26.205,synthetic,True,True,True,True
479,2026-03-05T23:45:00+05:30,377.681,0.0,25.651,synthetic,True,True,True,True
480,2026-03-06T00:00:00+05:30,370.092,0.0,25.766,synthetic,True,True,True,True
481,2026-03-06T00:15:00+05:30,367.268,0.0,25.762,synthetic,True,True,True,True
482,2026-03-06T00:30:00+05:30,358.651,0.0,25.517,synthetic,True,True,True,True
483,2026-03-06T00:45:00+05:30,372.1,0.0,25.001,synthetic,True,True,True,True
484,2026-03-06T01:00:00+05:30,391.655,0.0,25.706,synthetic,True,True,True,True
485,2026-03-06T01:15:00+05:30,396.824,0.0,25.335,synthetic,True,True,True,True
486,2026-03-06T01:30:00+05:30,393.762,0.0,24.679,synthetic,True,True,True,True
487,2026-03-06T01:45:00+05:30,405.644,0.0,24.038,synthetic,True,True,True,True
488,2026-03-06T02:00:00+05:30,395.494,0.0,23.676,synthetic,True,True,True,True
489,2026-03-06T02:15:00+05:30,390.141,0.0,23.951,synthetic,True,True,True,True
490,2026-03-06T02:30:00+05:30,400.879,0.0,23.812,synthetic,True,True,True,True
491,2026-03-06T02:45:00+05:30,397.94,0.0,23.232,synthetic,True,True,True,True
492,2026-03-06T03:00:00+05:30,388.03,0.0,22.398,synthetic,True,True,True,True
493,2026-03-06T03:15:00+05:30,376.521,0.0,21.779,synthetic,True,True,True,True
494,2026-03-06T03:30:00+05:30,374.664,0.0,22.11,synthetic,True,True,True,True
495,2026-03-06T03:45:00+05:30,381.289,0.0,21.98,synthetic,True,True,True,True
496,2026-03-06T04:00:00+05:30,387.427,0.0,22.265,synthetic,True,True,True,True
497,2026-03-06T04:15:00+05:30,388.514,0.0,23.065,synthetic,True,True,True,True
498,2026-03-06T04:30:00+05:30,370.666,0.0,22.817,synthetic,True,True,True,True
499,2026-03-06T04:45:00+05:30,359.28,0.0,23.905,synthetic,True,True,True,True
500,2026-03-06T05:00:00+05:30,347.382,0.0,24.894,synthetic,True,True,True,True
501,2026-03-06T05:15:00+05:30,337.711,0.0,24.879,synthetic,True,True,True,True
502,2026-03-06T05:30:00+05:30,339.28,0.0,25.196,synthetic,True,True,True,True
503,2026-03-06T05:45:00+05:30,352.346,0.0,25.481,synthetic,True,True,True,True
504,2026-03-06T06:00:00+05:30,618.508,0.0,25.674,synthetic,True,True,True,True
505,2026-03-06T06:15:00+05:30,656.204,0.0,25.355,synthetic,True,True,True,True
506,2026-03-06T06:30:00+05:30,652.313,1.069,25.743,synthetic,True,True,True,True
507,2026-03-06T06:45:00+05:30,684.655,21.262,26.231,synthetic,True,True,True,True
508,2026-03-06T07:00:00+05:30,674.351,61.164,26.38,synthetic,True,True,True,True
509,2026-03-06T07:15:00+05:30,662.101,113.506,27.201,synthetic,True,True,True,True
510,2026-03-06T07:30:00+05:30,674.336,167.01,27.522,synthetic,True,True,True,True
511,2026-03-06T07:45:00+05:30,686.44,214.032,28.396,synthetic,True,True,True,True
512,2026-03-06T08:00:00+05:30,661.647,256.521,28.954,synthetic,True,True,True,True
513,2026-03-06T08:15:00+05:30,678.865,292.422,28.76,synthetic,True,True,True,True
514,2026-03-06T08:30:00+05:30,664.763,356.84,29.045,synthetic,True,True,True,True
515,2026-03-06T08:45:00+05:30,675.859,412.426,29.194,synthetic,True,True,True,True
516,2026-03-06T09:00:00+05:30,702.962,460.918,30.074,synthetic,True,True,True,True
517,2026-03-06T09:15:00+05:30,722.258,523.979,30.386,synthetic,True,True,True,True
518,2026-03-06T09:30:00+05:30,749.959,595.098,31.766,synthetic,True,True,True,True
519,2026-03-06T09:45:00+05:30,724.008,602.159,32.166,synthetic,True,True,True,True
520,2026-03-06T10:00:00+05:30,403.83,646.437,32.153,synthetic,True,True,True,True
521,2026-03-06T10:15:00+05:30,411.045,715.996,32.498,synthetic,True,True,True,True
522,2026-03-06T10:30:00+05:30,393.393,760.848,33.1,synthetic,True,True,True,True
523,2026-03-06T10:45:00+05:30,391.472,793.124,33.862,synthetic,True,True,True,True
524,2026-03-06T11:00:00+05:30,407.419,829.963,34.355,synthetic,True,True,True,True
525,2026-03-06T11:15:00+05:30,411.958,854.033,35.064,synthetic,True,True,True,True
526,2026-03-06T11:30:00+05:30,411.781,864.795,35.109,synthetic,True,True,True,True
527,2026-03-06T11:45:00+05:30,409.507,852.152,35.386,synthetic,True,True,True,True
528,2026-03-06T12:00:00+05:30,381.745,865.102,35.347,synthetic,True,True,True,True
529,2026-03-06T12:15:00+05:30,372.383,869.179,36.229,synthetic,True,True,True,True
530,2026-03-06T12:30:00+05:30,382.15,854.911,36.332,synthetic,True,True,True,True
531,2026-03-06T12:45:00+05:30,366.341,784.437,36.101,synthetic,True,True,True,True
532,2026-03-06T13:00:00+05:30,362.333,813.786,36.109,synthetic,True,True,True,True
533,2026-03-06T13:15:00+05:30,345.596,792.54,36.617,synthetic,True,True,True,True
534,2026-03-06T13:30:00+05:30,350.93,842.373,36.798,synthetic,True,True,True,True
535,2026-03-06T13:45:00+05:30,360.935,807.642,36.569,synthetic,True,True,True,True
536,2026-03-06T14:00:00+05:30,356.101,747.003,36.228,synthetic,True,True,True,True
537,2026-03-06T14:15:00+05:30,344.832,743.24,36.659,synthetic,True,True,True,True
538,2026-03-06T14:30:00+05:30,342.012,695.42,36.131,synthetic,True,True,True,True
539,2026-03-06T14:45:00+05:30,335.891,645.186,36.788,synthetic,True,True,True,True
540,2026-03-06T15:00:00+05:30,348.149,619.41,36.921,synthetic,True,True,True,True
541,2026-03-06T15:15:00+05:30,354.517,574.835,36.892,synthetic,True,True,True,True
542,2026-03-06T15:30:00+05:30,358.572,551.27,36.855,synthetic,True,True,True,True
543,2026-03-06T15:45:00+05:30,365.811,509.684,36.611,synthetic,True,True,True,True
544,2026-03-06T16:00:00+05:30,375.01,454.964,36.785,synthetic,True,True,True,True
545,2026-03-06T16:15:00+05:30,372.174,395.7,35.84,synthetic,True,True,True,True
546,2026-03-06T16:30:00+05:30,373.434,337.241,36.32,synthetic,True,True,True,True
547,2026-03-06T16:45:00+05:30,390.196,286.697,36.125,synthetic,True,True,True,True
548,2026-03-06T17:00:00+05:30,377.17,228.863,35.917,synthetic,True,True,True,True
549,2026-03-06T17:15:00+05:30,392.756,167.0,35.709,synthetic,True,True,True,True
550,2026-03-06T17:30:00+05:30,391.709,109.635,34.469,synthetic,True,True,True,True
